It Worked for Me: In Life and Leadership,Biographies & Memoirs,3-Jun-14,by Colin Powell,Paperback,8.63,15.99,4.6,https://www.amazon.com/s/ref=sr_pg_93?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=93&ie=UTF8&qid=1518106190
Confessions (Modern Library),Biographies & Memoirs,6-Jun-17,by Augtine and Sarah Ruden,Hardcover,16.69,28,4.7,https://www.amazon.com/s/ref=sr_pg_93?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=93&ie=UTF8&qid=1518106190
The Secret Art of Dr. Ses,Biographies & Memoirs,3-Oct-95,by Theodor Geisel and Maurice Sendak,Hardcover,25.77,35,4.5,https://www.amazon.com/s/ref=sr_pg_93?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=93&ie=UTF8&qid=1518106190
Winterdance: The Fine Madness of Running the Iditarod,Biographies & Memoirs,17-Feb-95,by Gary Paulsen,Paperback,9.05,15,4.8,https://www.amazon.com/s/ref=sr_pg_93?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=93&ie=UTF8&qid=1518106190
Bittersweet: Thoughts on Change  Grace  and Learning the Hard Way,Biographies & Memoirs,23-Feb-13,by Shauna Niequist,Paperback,9.33,16.99,4.6,https://www.amazon.com/s/ref=sr_pg_93?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=93&ie=UTF8&qid=1518106190
Troublemaker: Surviving Hollywood and Scientology,Biographies & Memoirs,20-Sep-16,by Leah Remini and Rebecca Paley,Paperback,11.55,17,4.7,https://www.amazon.com/s/ref=sr_pg_93?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=93&ie=UTF8&qid=1518106190
Cold Tangerines: Celebrating the Extraordinary Nature of Everyday Life,Biographies & Memoirs,23-Aug-10,by Shauna Niequist,Paperback,10.98,16.99,4.6,https://www.amazon.com/s/ref=sr_pg_93?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=93&ie=UTF8&qid=1518106190
Ants Among Elephants: An Untouchable Family and the Making of Modern India,Biographies & Memoirs,18-Jul-17,by Sujatha Gidla,Hardcover,16.24,28,3.5,https://www.amazon.com/s/ref=sr_pg_93?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=93&ie=UTF8&qid=1518106190
Never Broken: Songs Are Only Half the Story,Biographies & Memoirs,20-Sep-16,by Jewel,Paperback,7.68,16,4.5,https://www.amazon.com/s/ref=sr_pg_93?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=93&ie=UTF8&qid=1518106190
Lessons in Hope: My Unexpected Life with St. John Paul II,Biographies & Memoirs,19-Sep-17,by George Weigel,Hardcover,21.72,32,4.4,https://www.amazon.com/s/ref=sr_pg_93?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=93&ie=UTF8&qid=1518106190
Forty Autumns: A Family's Story of Courage and Survival on Both Sides of the Berlin Wall,Biographies & Memoirs,15-Aug-17,by Nina Willner,Paperback,10.71,15.99,4.7,https://www.amazon.com/s/ref=sr_pg_94?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=94&ie=UTF8&qid=1518106210
The Way to Rainy Mountain,Biographies & Memoirs,1-Sep-76,by N. Scott Momaday and Al Momaday,Paperback,12.38,16.95,4.4,https://www.amazon.com/s/ref=sr_pg_94?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=94&ie=UTF8&qid=1518106210
The Match: The Day the Game of Golf Changed Forever,Biographies & Memoirs,17-Mar-09,by Mark Frost,Paperback,6.86,16,4.8,https://www.amazon.com/s/ref=sr_pg_94?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=94&ie=UTF8&qid=1518106210
The Widow Clicquot: The Story of a Champagne Empire and the Woman Who Ruled It (P.S.),Biographies & Memoirs,6-Oct-09,by Tilar J Mazzeo,Paperback,12.85,15.99,4,https://www.amazon.com/s/ref=sr_pg_94?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=94&ie=UTF8&qid=1518106210
The Power of the Actor: The Chubbuck Technique -- The 12-Step Acting Technique That Will Take You from Script to a Living  Breathing  Dynamic Character,Biographies & Memoirs,18-Aug-05,by Ivana Chubbuck,Paperback,16.56,21,4.6,https://www.amazon.com/s/ref=sr_pg_94?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=94&ie=UTF8&qid=1518106210
Storm of Steel (Penguin Classics Deluxe Edition),Biographies & Memoirs,4-May-04,by Ernst J¨¹nger and Michael Hofmann,Paperback,13.6,17,4.6,https://www.amazon.com/s/ref=sr_pg_94?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=94&ie=UTF8&qid=1518106210
Dharma Punx,Biographies & Memoirs,4-May-04,by Noah Levine,Paperback,10.16,14.99,4.4,https://www.amazon.com/s/ref=sr_pg_94?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=94&ie=UTF8&qid=1518106210
Death in the Air: The True Story of a Serial Killer  the Great London Smog  and the Strangling of a City,Biographies & Memoirs,17-Oct-17,by Kate Winkler Dawson,Hardcover,13.4,27,4.1,https://www.amazon.com/s/ref=sr_pg_94?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=94&ie=UTF8&qid=1518106210
Vivian Maier: A Photographer¡¯s Life and Afterlife,Biographies & Memoirs,10-Oct-17,by Pamela Bannos,Hardcover,22.07,35,4.3,https://www.amazon.com/s/ref=sr_pg_94?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=94&ie=UTF8&qid=1518106210
When I Was Puerto Rican: A Memoir (A Merloyd Lawrence Book),Biographies & Memoirs,28-Feb-06,by Esmeralda Santiago,Paperback,4.79,14.95,4.5,https://www.amazon.com/s/ref=sr_pg_94?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=94&ie=UTF8&qid=1518106210
Fate Is the Hunter: A Pilot's Memoir,Biographies & Memoirs,2-Jul-86,by Ernest K. Gann,Paperback,10.58,18,4.8,https://www.amazon.com/s/ref=sr_pg_94?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=94&ie=UTF8&qid=1518106210
Drawing: Flowers with William F. Powell: Learn to paint step by step (How to Draw & Paint),History & Criticism,1-Jan-03,by William Powell,Paperback,8.33,,4.1,https://www.amazon.com/s/ref=sr_pg_97?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=97&keywords=book&ie=UTF8&qid=1518106209
They Drew as They Pleased: The Hidden Art of Disney's Golden Age,History & Criticism,8-Sep-15,by Didier Ghez and Pete Docter,Hardcover,27.19,40,4.8,https://www.amazon.com/s/ref=sr_pg_97?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=97&keywords=book&ie=UTF8&qid=1518106209
2018 Simple Landscapes Wall Calendar,History & Criticism,1-Aug-17,by TF Publishing,Calendar,9.45,14.99,5,https://www.amazon.com/s/ref=sr_pg_97?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=97&keywords=book&ie=UTF8&qid=1518106209
Jack Whitten: Five Decades of Painting,History & Criticism,27-Oct-15,by Kathryn Kanjo and Robert Storr,Hardcover,443.88,,5,https://www.amazon.com/s/ref=sr_pg_97?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=97&keywords=book&ie=UTF8&qid=1518106209
Francois Catroux,History & Criticism,25-Oct-16,by David Netto and Diane von Furstenberg,Hardcover,49.02,65,4.6,https://www.amazon.com/s/ref=sr_pg_97?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=97&keywords=book&ie=UTF8&qid=1518106209
Artificial Hells: Participatory Art and the Politics of Spectatorship,History & Criticism,24-Jul-12,by Claire Bishop,Paperback,23.96,29.95,4.2,https://www.amazon.com/s/ref=sr_pg_97?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=97&keywords=book&ie=UTF8&qid=1518106209
SHAG: The Collected Works,History & Criticism,1-Apr-17,by Shag,Hardcover,27.16,39.95,4.9,https://www.amazon.com/s/ref=sr_pg_97?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=97&keywords=book&ie=UTF8&qid=1518106209
C¨¦zanne: Metamorphoses,History & Criticism,23-Jan-18,by Alexander Eiling and Pia M¨¹ller-Tamm,Hardcover,37.42,60,0,https://www.amazon.com/s/ref=sr_pg_97?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=97&keywords=book&ie=UTF8&qid=1518106209
Paper Quilling Chinese Style: Create Unique Paper Quilling Projects that Bridge Western Crafts and Traditional Chinese Arts,History & Criticism,7-Oct-14,by Paper Arts Meum  Zhu Liqun,Hardcover,21.2,24.95,4.7,https://www.amazon.com/s/ref=sr_pg_97?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=97&keywords=book&ie=UTF8&qid=1518106209
Mythical Beasts: An Artist's Field Guide to Designing Fantasy Creatures,History & Criticism,26-Sep-17,by 3dtotal Publishing,Hardcover,38.65,49.99,4,https://www.amazon.com/s/ref=sr_pg_97?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=97&keywords=book&ie=UTF8&qid=1518106209
Secret Jungle: An Adult Coloring Book with Stress Relieving Animal Designs  Inspirational Nature Scenes  and Relaxing Tropical Landscapes,History & Criticism,15-Jan-17,by Jade Summer,Paperback,6.99,,4.6,https://www.amazon.com/s/ref=sr_pg_97?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=97&keywords=book&ie=UTF8&qid=1518106209
Dog Lover: Adult Coloring Book: Best Coloring Gifts for Mom  Dad  Friend  Women  Men and Adults Everywhere: Beautiful Dogs Stress Relieving Patterns,History & Criticism,27-Nov-15,by Gina Trowler and Dog Coloring Book,Paperback,8.99,,4.5,https://www.amazon.com/s/ref=sr_pg_97?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=97&keywords=book&ie=UTF8&qid=1518106209
Basilica: The Splendor and the Scandal: Building St. Peter's,History & Criticism,29-May-07,by R. A. Scotti,Paperback,13.95,16,4.3,https://www.amazon.com/s/ref=sr_pg_98?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=98&keywords=book&ie=UTF8&qid=1518106230
Standing Soldiers  Kneeling Slaves: Race  War  and Monument in Nineteenth-Century America,History & Criticism,8-Aug-99,by Kirk Savage,Paperback,28.79,39.95,3.3,https://www.amazon.com/s/ref=sr_pg_98?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=98&keywords=book&ie=UTF8&qid=1518106230
1000 Dot-to-Dot: Masterpieces,History & Criticism,13-Oct-15,by Thomas Pavitte,Paperback,12.09,14.95,4.3,https://www.amazon.com/s/ref=sr_pg_98?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=98&keywords=book&ie=UTF8&qid=1518106230
Art of Atari Poster Collection,History & Criticism,4-Jul-17,by Tim Lapetino,Paperback,15.29,24.99,4.1,https://www.amazon.com/s/ref=sr_pg_98?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=98&keywords=book&ie=UTF8&qid=1518106230
The Craft Reader,History & Criticism,2-Feb-10,by Glenn Adamson,Paperback,40.59,44.95,5,https://www.amazon.com/s/ref=sr_pg_98?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=98&keywords=book&ie=UTF8&qid=1518106230
How To Draw Lifelike Portraits From Photographs - Revised: 20 step-by-step demonstrations with bon DVD,History & Criticism,1-Nov-10,by Lee Hammond,Paperback,22.71,26.99,4.5,https://www.amazon.com/s/ref=sr_pg_98?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=98&keywords=book&ie=UTF8&qid=1518106230
"California Design  1930--1965: ""Living in a Modern Way"" (MIT Press)",History & Criticism,16-Sep-11,by Wendy Kaplan,Hardcover,40.76,65.95,4.9,https://www.amazon.com/s/ref=sr_pg_98?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=98&keywords=book&ie=UTF8&qid=1518106230
Mexican Muralists: Orozco  Rivera  Siqueiros,History & Criticism,1-Mar-98,by Desmond Rochfort,Paperback,76,,4.7,https://www.amazon.com/s/ref=sr_pg_98?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=98&keywords=book&ie=UTF8&qid=1518106230
Portrait of an Artist: A Biography of Georgia O'Keeffe,History & Criticism,1-Oct-97,by Laurie Lisle,Paperback,16.21,32.95,4.4,https://www.amazon.com/s/ref=sr_pg_98?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=98&keywords=book&ie=UTF8&qid=1518106230
The Art of Responsive Drawing  Sixth Edition,History & Criticism,16-Jul-05,by Nathan Goldstein,Paperback,29.99,,4,https://www.amazon.com/s/ref=sr_pg_98?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=98&keywords=book&ie=UTF8&qid=1518106230
Carolee Schneemann: Kinetic Painting,History & Criticism,15-Feb-16,by Sabine Breitwieser,Hardcover,48,60,0,https://www.amazon.com/s/ref=sr_pg_98?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=98&keywords=book&ie=UTF8&qid=1518106230
Soviet B Stops,History & Criticism,29-Sep-15,by Christopher Herwig and Vera Kavalkova-Halvarsson,Hardcover,24.37,32.5,4.5,https://www.amazon.com/s/ref=sr_pg_98?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=98&keywords=book&ie=UTF8&qid=1518106230
Voidstalker (Volume 1),History & Criticism,8-Oct-17,by John Graham,Paperback,9.99,,4.3,https://www.amazon.com/s/ref=sr_pg_98?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=98&keywords=book&ie=UTF8&qid=1518106230
Unfathomed,History & Criticism,27-Jun-17,by Ralph Kern and Michael Kramer,Audible Audio Edition,0,,4.6,https://www.amazon.com/s/ref=sr_pg_98?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=98&keywords=book&ie=UTF8&qid=1518106230
Fate Is the Hunter: A Pilot's Memoir,Biographies & Memoirs,2-Jul-86,by Ernest K. Gann,Paperback,10.58,18,4.8,https://www.amazon.com/s/ref=sr_pg_95?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=95&ie=UTF8&qid=1518106230
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Biographies & Memoirs,9-Sep-08,by A. J. Jacobs,Paperback,9.98,16.99,4.3,https://www.amazon.com/s/ref=sr_pg_95?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=95&ie=UTF8&qid=1518106230
Blood  Bones & Butter: The Inadvertent Education of a Reluctant Chef,Biographies & Memoirs,24-Jan-12,by Gabrielle Hamilton,Paperback,12.94,17,4,https://www.amazon.com/s/ref=sr_pg_95?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=95&ie=UTF8&qid=1518106230
The Hare with Amber Eyes: A Hidden Inheritance,Biographies & Memoirs,2-Aug-11,by Edmund de Waal,Paperback,9.92,17,4.2,https://www.amazon.com/s/ref=sr_pg_95?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=95&ie=UTF8&qid=1518106230
The Short B: A Journey Beyond Normal,Biographies & Memoirs,27-May-08,by Jonathan Mooney,Paperback,11.43,16.99,4.3,https://www.amazon.com/s/ref=sr_pg_95?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=95&ie=UTF8&qid=1518106230
From Cradle to Stage: Stories from the Mothers Who Rocked and Raised Rock Stars,Biographies & Memoirs,18-Apr-17,by Virginia Hanlon Grohl,Hardcover,18.36,27,4.5,https://www.amazon.com/s/ref=sr_pg_95?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=95&ie=UTF8&qid=1518106230
The Story of the Trapp Family Singers,Biographies & Memoirs,24-Dec-01,by Maria A Trapp,Paperback,7,15.99,4.6,https://www.amazon.com/s/ref=sr_pg_95?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=95&ie=UTF8&qid=1518106230
Moonwalk,Biographies & Memoirs,13-Oct-09,by Michael Jackson,Hardcover,12,25,4.8,https://www.amazon.com/s/ref=sr_pg_95?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=95&ie=UTF8&qid=1518106230
The Lives of the Artists (Oxford World's Classics),Biographies & Memoirs,15-Dec-08,by Giorgio Vasari and Julia Conway Bondanella,Paperback,11.24,12.95,4.4,https://www.amazon.com/s/ref=sr_pg_95?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=95&ie=UTF8&qid=1518106230
Angela Davis: An Autobiography,Biographies & Memoirs,4-Nov-13,by Angela Y. Davis,Paperback,12.52,16,4.6,https://www.amazon.com/s/ref=sr_pg_95?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=95&ie=UTF8&qid=1518106230
Illuminations: Essays and Reflections,Biographies & Memoirs,13-Jan-69,by Walter Benjamin and Hannah Arendt,Paperback,12.18,16,4.3,https://www.amazon.com/s/ref=sr_pg_95?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=95&ie=UTF8&qid=1518106230
"The Demonologist: The Extraordinary Career of Ed and Lorraine Warren (The Paranormal Investigators Featured in the Film ""The Conjuring"")",Biographies & Memoirs,30-Sep-13,by Gerald Brittle,Paperback,11.84,14.99,4.5,https://www.amazon.com/s/ref=sr_pg_95?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=95&ie=UTF8&qid=1518106230
They Drew as They Pleased Vol. 3: The Hidden Art of Disney's Late Golden Age (The 1940s - Part Two),History & Criticism,10-Oct-17,by Didier Ghez and Andreas Deja,Hardcover,30.59,45,4.9,https://www.amazon.com/s/ref=sr_pg_99?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=99&keywords=book&ie=UTF8&qid=1518106251
Sketching from the Imagination: Dark Arts,History & Criticism,13-Mar-18,by 3dtotal Publishing,Paperback,28.85,32.99,0,https://www.amazon.com/s/ref=sr_pg_99?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=99&keywords=book&ie=UTF8&qid=1518106251
Artists and Their Cats,History & Criticism,3-Mar-15,by Alison Nastasi,Hardcover,13.85,16.95,4.3,https://www.amazon.com/s/ref=sr_pg_99?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=99&keywords=book&ie=UTF8&qid=1518106251
Marfa: The Transformation of a West Texas Town,History & Criticism,11-Oct-17,by Kathleen Shafer,Hardcover,16.96,24.95,4.5,https://www.amazon.com/s/ref=sr_pg_99?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=99&keywords=book&ie=UTF8&qid=1518106251
Orazio Gentileschi and the Poetic Tradition of Caravaggesque Painting,History & Criticism,1-Mar-82,by Ward Bissell,Hardcover,85.95,,0,https://www.amazon.com/s/ref=sr_pg_99?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=99&keywords=book&ie=UTF8&qid=1518106251
Learn to Draw Star Wars: Learn to draw favorite characters  including Darth Vader  Han Solo  and Luke Skywalker  in graphite pencil (Licensed Learn to Draw),History & Criticism,10-Jul-17,by Walter Foster Creative Team,Paperback,13.56,19.95,5,https://www.amazon.com/s/ref=sr_pg_99?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=99&keywords=book&ie=UTF8&qid=1518106251
A History of the Western Art Market: A Sourcebook of Writings on Artists  Dealers  and Markets,History & Criticism,19-Sep-17,by Titia Hulst,Paperback,34.93,,0,https://www.amazon.com/s/ref=sr_pg_99?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=99&keywords=book&ie=UTF8&qid=1518106251
The Art of Painting Animals on Rocks,History & Criticism,15-Sep-94,by Lin Wellford,Paperback,8.53,,4.7,https://www.amazon.com/s/ref=sr_pg_99?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=99&keywords=book&ie=UTF8&qid=1518106251
Serene Country Scenes Adult Coloring Book: Landscapes  cottages  barns  chickens and more stress relieving countryside scenery to color (Creative and Unique Coloring Books for Adults) (Volume 1),History & Criticism,6-Aug-16,by Mindful Coloring Books and Anastasiya Bubnova,Paperback,7.99,,4.4,https://www.amazon.com/s/ref=sr_pg_99?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=99&keywords=book&ie=UTF8&qid=1518106251
Dinosaur Art: The World's Greatest Paleoart,History & Criticism,4-Sep-12,by Steve White,Hardcover,26.17,34.95,4.5,https://www.amazon.com/s/ref=sr_pg_99?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=99&keywords=book&ie=UTF8&qid=1518106251
Trigger: Gender as a Tool and a Weapon,History & Criticism,23-Jan-18,by Johanna Burton and Rizvana Bradley,Paperback,33.63,40,0,https://www.amazon.com/s/ref=sr_pg_99?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=99&keywords=book&ie=UTF8&qid=1518106251
Sensing Decolonial Aesthetics in Latin American Arts,History & Criticism,7-Feb-18,by Juan G. Ramos,Hardcover,79.95,,0,https://www.amazon.com/s/ref=sr_pg_99?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=99&keywords=book&ie=UTF8&qid=1518106251
The Cilantro Diaries: Biness Lessons From the Most Unlikely Places,History & Criticism,30-Aug-17,by Lorenzo Gomez III,Paperback,15.99,,5,https://www.amazon.com/s/ref=sr_pg_99?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=99&keywords=book&ie=UTF8&qid=1518106251
Why Dragons Hide (The Arclight Saga  Book 0),History & Criticism,9-Dec-17,by C. M. Hayden,Paperback,4.99,,4.7,https://www.amazon.com/s/ref=sr_pg_99?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=99&keywords=book&ie=UTF8&qid=1518106251
Moonwalk,Biographies & Memoirs,13-Oct-09,by Michael Jackson,Hardcover,12,25,4.8,https://www.amazon.com/s/ref=sr_pg_96?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=96&ie=UTF8&qid=1518106256
The Lives of the Artists (Oxford World's Classics),Biographies & Memoirs,15-Dec-08,by Giorgio Vasari and Julia Conway Bondanella,Paperback,11.24,12.95,4.4,https://www.amazon.com/s/ref=sr_pg_96?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=96&ie=UTF8&qid=1518106256
Angela Davis: An Autobiography,Biographies & Memoirs,4-Nov-13,by Angela Y. Davis,Paperback,12.52,16,4.6,https://www.amazon.com/s/ref=sr_pg_96?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=96&ie=UTF8&qid=1518106256
Illuminations: Essays and Reflections,Biographies & Memoirs,13-Jan-69,by Walter Benjamin and Hannah Arendt,Paperback,12.18,16,4.3,https://www.amazon.com/s/ref=sr_pg_96?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=96&ie=UTF8&qid=1518106256
"The Demonologist: The Extraordinary Career of Ed and Lorraine Warren (The Paranormal Investigators Featured in the Film ""The Conjuring"")",Biographies & Memoirs,30-Sep-13,by Gerald Brittle,Paperback,11.84,14.99,4.5,https://www.amazon.com/s/ref=sr_pg_96?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=96&ie=UTF8&qid=1518106256
Seeds of Faith,Biographies & Memoirs,11-Mar-13,by David Turner,Paperback,14.99,,5,https://www.amazon.com/s/ref=sr_pg_96?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=96&ie=UTF8&qid=1518106256
The Chronology of Water: A Memoir,Biographies & Memoirs,1-Apr-11,by Lidia Yuknavitch and Chelsea Cain,Paperback,8.55,17.95,4.1,https://www.amazon.com/s/ref=sr_pg_96?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=96&ie=UTF8&qid=1518106256
Red Platoon: A True Story of American Valor,Biographies & Memoirs,2-May-17,by Clinton Romesha,Paperback,11.55,17,4.8,https://www.amazon.com/s/ref=sr_pg_96?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=96&ie=UTF8&qid=1518106256
Here is New York,Biographies & Memoirs,1-Jan-00,by E. B. White and Roger Angell,Hardcover,13.56,16.95,4.5,https://www.amazon.com/s/ref=sr_pg_96?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=96&ie=UTF8&qid=1518106256
Five Chimneys: A Woman Survivor's True Story of Achwitz,Biographies & Memoirs,30-Aug-05,by Olga Lengyel,Paperback,12.48,14.95,4.7,https://www.amazon.com/s/ref=sr_pg_96?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=96&ie=UTF8&qid=1518106256
Catch Me If You Can: The True Story of a Real Fake,Biographies & Memoirs,1-Aug-00,by Frank W. Abagnale and Stan Redding,Paperback,12.79,15.99,4.6,https://www.amazon.com/s/ref=sr_pg_96?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=96&ie=UTF8&qid=1518106256
Naked,Biographies & Memoirs,1-Jun-98,by David Sedaris,Paperback,5.46,16,4,https://www.amazon.com/s/ref=sr_pg_96?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=96&ie=UTF8&qid=1518106256
Richard Diebenkorn,History & Criticism,12-May-15,by Sarah C. Bancroft,Hardcover,40.22,60,4.5,https://www.amazon.com/s/ref=sr_pg_100?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=100&keywords=book&ie=UTF8&qid=1518106272
Classic Flash in 5 Bold Colors,History & Criticism,28-Jan-09,by Jeromey Mcculloch,Paperback,19.9,25,4.4,https://www.amazon.com/s/ref=sr_pg_100?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=100&keywords=book&ie=UTF8&qid=1518106272
On Painting (Penguin Classics),History & Criticism,2-Jul-91,by Leon Battista Alberti and Martin Kemp,Paperback,12.58,15,4.3,https://www.amazon.com/s/ref=sr_pg_100?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=100&keywords=book&ie=UTF8&qid=1518106272
The Private Lives of the Impressionists,History & Criticism,23-Oct-07,by Sue Roe,Paperback,14.05,17.99,4.6,https://www.amazon.com/s/ref=sr_pg_100?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=100&keywords=book&ie=UTF8&qid=1518106272
